Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
12,Hilton Armstrong,C,26,ATL,8,0,4.4,0.1,0.6,.200,0.0,0.0,,0.1,0.6,.200,.200,0.4,0.8,.500,0.5,0.8,1.3,0.1,0.4,0.0,0.3,0.9,0.6,armsthi01
13,Darrell Arthur,PF,22,MEM,13,0,15.5,3.0,6.5,.459,0.1,0.1,1.000,2.9,6.5,.452,.465,1.0,1.3,.765,1.1,1.2,2.2,0.5,0.5,0.9,0.9,2.3,7.1,arthuda01
14,Ömer Aşık,C,24,CHI,15,0,9.9,0.4,0.9,.462,0.0,0.0,,0.4,0.9,.462,.462,0.2,0.7,.300,0.7,1.4,2.1,0.1,0.1,0.5,0.5,1.4,1.0,asikom01
15,J.J. Barea,PG,26,DAL,21,3,18.6,3.4,8.2,.419,0.8,2.4,.320,2.7,5.8,.459,.465,1.3,1.6,.794,0.4,1.5,1.9,3.4,0.3,0.0,1.1,1.3,8.9,bareajo01
16,Matt Barnes,SF,30,LAL,10,0,13.1,1.5,3.8,.395,0.2,1.2,.167,1.3,2.6,.500,.421,0.4,0.7,.571,1.1,1.7,2.8,0.5,0.7,0.2,0.6,2.3,3.6,barnema02
17,Earl Barron,C,29,POR,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barroea01
18,Brandon Bass,PF,25,ORL,6,6,23.2,2.7,6.3,.421,0.0,0.0,,2.7,6.3,.421,.421,2.0,2.2,.923,2.0,2.2,4.2,0.3,0.5,0.8,1.2,1.2,7.3,bassbr01
19,Tony Battie,C,34,PHI,5,0,7.6,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.2,0.4,.500,0.4,1.6,2.0,0.0,0.0,0.6,0.2,1.0,1.4,battito01
20,Shane Battier,SF,32,MEM,13,0,26.1,2.2,5.1,.439,0.6,2.2,.276,1.6,2.8,.568,.500,0.5,0.7,.667,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5,battish01
21,Nicolas Batum,SF,22,POR,6,0,25.2,3.2,7.7,.413,1.2,4.3,.269,2.0,3.3,.600,.489,0.5,0.7,.750,0.2,1.5,1.7,1.3,0.8,0.8,1.2,2.3,8.0,batumni01
22,Marco Belinelli,SG,24,NOH,6,6,28.8,3.8,10.5,.365,1.3,4.3,.308,2.5,6.2,.405,.429,0.7,0.7,1.000,0.0,0.8,0.8,0.7,0.8,0.0,0.7,2.0,9.7,belinma01
23,Mike Bibby,PG,32,MIA,20,20,20.8,1.4,4.8,.281,0.9,3.3,.258,0.5,1.5,.333,.370,0.1,0.2,.500,0.3,1.6,1.8,1.2,0.6,0.3,0.9,1.5,3.7,bibbymi01
24,Chauncey Billups,PG,34,NYK,1,1,35.0,3.0,11.0,.273,2.0,6.0,.333,1.0,5.0,.200,.364,2.0,2.0,1.000,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,10.0,billuch01
25,DeJuan Blair,PF,21,SAS,4,0,12.5,1.8,5.3,.333,0.0,0.0,,1.8,5.3,.333,.333,0.8,1.3,.600,2.3,1.0,3.3,0.5,0.0,0.3,0.5,1.5,4.3,blairde01
26,Steve Blake,PG,30,LAL,9,0,16.1,0.8,2.6,.304,0.7,2.0,.333,0.1,0.6,.200,.435,0.0,0.0,,0.1,1.4,1.6,2.2,0.6,0.0,0.6,0.9,2.2,blakest01
27,Keith Bogans,SG,30,CHI,16,16,19.2,1.8,4.3,.406,1.6,3.7,.424,0.2,0.6,.300,.587,0.1,0.3,.250,0.3,1.0,1.3,0.8,0.6,0.2,0.4,1.6,5.1,boganke01
28,Matt Bonner,PF,30,SAS,6,0,20.5,2.0,4.2,.480,1.0,3.0,.333,1.0,1.2,.857,.600,1.3,1.7,.800,1.2,2.0,3.2,0.3,0.2,0.2,0.2,3.0,6.3,bonnema01
29,Carlos Boozer,C,29,CHI,16,16,31.7,4.8,11.1,.433,0.0,0.1,.000,4.8,11.1,.435,.433,3.0,3.8,.800,2.5,7.2,9.7,1.8,0.6,0.4,1.8,3.1,12.6,boozeca01
30,Chris Bosh*,PF,26,MIA,21,21,39.7,6.6,13.9,.474,0.0,0.2,.000,6.6,13.7,.481,.474,5.4,6.7,.814,2.2,6.2,8.5,1.1,0.7,0.9,1.9,2.3,18.6,boshch01
31,Elton Brand,PF,31,PHI,5,5,37.0,6.8,12.4,.548,0.0,0.0,,6.8,12.4,.548,.548,2.0,2.6,.769,2.4,6.0,8.4,0.6,0.4,1.2,0.8,4.2,15.6,brandel01
32,Corey Brewer,SG,24,DAL,6,0,3.8,0.7,1.5,.444,0.2,0.5,.333,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.2,0.7,0.0,0.3,0.8,1.5,breweco01
33,Ronnie Brewer,SG,25,CHI,16,0,16.3,1.5,3.1,.480,0.2,0.4,.429,1.3,2.7,.488,.510,0.8,1.1,.765,0.4,1.7,2.1,0.9,0.8,0.4,0.3,0.9,4.0,brewero02
34,Shannon Brown,SG,25,LAL,10,0,16.6,2.8,6.1,.459,0.7,2.5,.280,2.1,3.6,.583,.516,0.9,1.4,.643,0.5,1.4,1.9,0.7,0.6,0.2,0.9,1.0,7.2,brownsh01
35,Kobe Bryant*,SG,32,LAL,10,10,35.4,8.3,18.6,.446,1.2,4.1,.293,7.1,14.5,.490,.478,5.0,6.1,.820,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,bryanko01
36,Rasual Butler,SG,31,CHI,3,0,2.3,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0,butlera01
37,Andrew Bynum,C,23,LAL,10,10,32.0,5.7,10.5,.543,0.0,0.0,,5.7,10.5,.543,.543,3.0,3.6,.833,3.6,6.0,9.6,0.8,0.5,1.4,2.0,3.3,14.4,bynuman01
38,Marcus Camby,C,36,POR,6,6,27.8,1.7,3.7,.455,0.2,0.2,1.000,1.5,3.5,.429,.477,0.0,0.3,.000,3.0,6.7,9.7,1.3,0.7,1.5,0.8,3.0,3.5,cambyma01
39,Brian Cardinal,SF,33,DAL,9,0,4.1,0.3,0.4,.750,0.3,0.4,.750,0.0,0.0,,1.125,0.1,0.2,.500,0.0,0.3,0.3,0.2,0.1,0.0,0.3,0.9,1.1,cardibr01
40,Anthony Carter,PG,35,NYK,4,0,12.3,2.0,3.8,.533,0.3,0.8,.333,1.8,3.0,.583,.567,0.5,0.5,1.000,0.5,1.5,2.0,1.5,0.5,0.3,1.0,0.3,4.8,cartean01
41,Mario Chalmers,PG,24,MIA,21,1,24.3,2.6,5.9,.435,1.5,4.0,.381,1.0,1.9,.550,.565,1.1,1.5,.719,0.2,1.7,1.9,2.1,1.3,0.0,1.3,2.3,7.8,chalmma01
42,Tyson Chandler,C,28,DAL,21,21,32.4,2.7,4.7,.582,0.0,0.0,,2.7,4.7,.582,.582,2.5,3.7,.679,3.8,5.4,9.2,0.4,0.6,0.9,0.7,3.7,8.0,chandty01
43,Wilson Chandler,SF,23,DEN,5,2,23.0,1.6,5.8,.276,0.2,1.4,.143,1.4,4.4,.318,.293,1.4,1.8,.778,0.4,4.0,4.4,0.4,0.6,0.8,0.8,3.0,4.8,chandwi01
44,Earl Clark,SF,23,ORL,1,0,6.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,clarkea01
45,Jason Collins,C,32,ATL,12,9,13.2,0.8,1.2,.643,0.0,0.0,,0.8,1.2,.643,.643,0.3,0.7,.375,0.5,0.9,1.4,0.1,0.4,0.3,0.4,2.6,1.8,collija04
46,Darren Collison,PG,23,IND,5,5,29.2,3.6,9.2,.391,0.8,1.2,.667,2.8,8.0,.350,.435,1.4,2.2,.636,0.8,1.8,2.6,4.0,1.0,0.4,1.8,1.4,9.4,collida01
47,Nick Collison,C,30,OKC,17,0,24.3,2.8,4.5,.632,0.0,0.0,,2.8,4.5,.632,.632,1.1,1.4,.783,2.8,3.0,5.8,0.9,0.9,0.9,0.8,3.7,6.7,collini01
48,Mike Conley,PG,23,MEM,13,13,39.0,5.5,14.1,.388,0.8,2.8,.297,4.6,11.2,.411,.418,3.4,4.1,.830,0.5,3.3,3.8,6.4,1.1,0.2,2.3,3.0,15.2,conlemi01
49,Daequan Cook,SG,23,OKC,17,0,11.5,1.3,3.3,.393,0.9,2.7,.348,0.4,0.6,.600,.536,0.2,0.2,1.000,0.1,1.5,1.6,0.1,0.2,0.0,0.4,1.0,3.8,cookda02
50,Jamal Crawford,SG,30,ATL,12,0,29.8,5.1,12.9,.394,1.8,5.0,.350,3.3,7.9,.421,.461,3.5,4.3,.824,0.1,1.3,1.3,2.5,0.8,0.3,1.3,1.4,15.4,crawfja01
51,Glen Davis,C,25,BOS,9,0,21.2,2.0,5.1,.391,0.0,0.1,.000,2.0,5.0,.400,.391,0.9,1.2,.727,0.8,2.8,3.6,0.9,0.3,0.0,1.0,2.3,4.9,davisgl01
52,Luol Deng,SF,25,CHI,16,16,42.9,6.1,14.4,.426,1.4,4.3,.324,4.8,10.1,.469,.474,3.3,3.9,.839,1.7,4.9,6.6,2.7,1.5,0.6,1.6,2.5,16.9,denglu01
53,Toney Douglas,SG,24,NYK,4,3,28.0,3.8,10.3,.366,1.8,4.5,.389,2.0,5.8,.348,.451,1.5,1.5,1.000,0.5,2.8,3.3,2.3,0.5,0.0,1.0,3.0,10.8,douglto01
54,Chris Duhon,PG,28,ORL,1,0,4.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,duhonch01
55,Tim Duncan*,C,34,SAS,6,6,35.3,5.5,11.5,.478,0.0,0.0,,5.5,11.5,.478,.478,1.7,2.7,.625,2.7,7.8,10.5,2.7,0.5,2.5,3.0,2.8,12.7,duncati01
56,Mike Dunleavy,SG,30,IND,5,0,14.4,1.4,4.0,.350,0.6,2.0,.300,0.8,2.0,.400,.425,1.6,2.4,.667,0.0,1.2,1.2,1.6,0.8,0.0,0.2,0.6,5.0,dunlemi02
57,Kevin Durant,SF,22,OKC,17,17,42.5,9.1,20.3,.449,2.2,6.4,.339,6.9,13.9,.500,.503,8.2,9.8,.838,1.1,7.1,8.2,2.8,0.9,1.1,2.5,3.1,28.6,duranke01
58,Patrick Ewing,SF,26,NOH,2,0,1.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,ewingpa02
59,Raymond Felton,SG,26,DEN,5,0,30.4,3.6,10.0,.360,0.8,3.2,.250,2.8,6.8,.412,.400,3.6,4.8,.750,0.0,1.8,1.8,4.2,1.2,0.0,2.0,2.0,11.6,feltora01
60,Rudy Fernández,SG,25,POR,6,0,13.5,0.7,3.0,.222,0.5,1.7,.300,0.2,1.3,.125,.306,1.0,1.5,.667,0.3,1.7,2.0,0.8,0.3,0.2,0.3,1.2,2.8,fernaru01
61,Landry Fields,SG,22,NYK,4,4,17.8,0.8,3.8,.200,0.0,1.0,.000,0.8,2.8,.273,.200,0.3,1.5,.167,0.3,1.0,1.3,1.3,0.5,0.8,1.0,0.0,1.8,fieldla01
62,Derek Fisher,PG,36,LAL,10,10,32.5,2.9,6.7,.433,0.7,1.7,.412,2.2,5.0,.440,.485,1.7,2.1,.810,0.1,2.6,2.7,3.6,1.4,0.2,0.8,2.5,8.2,fishede01
63,Gary Forbes,SF,25,DEN,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,forbega01
64,T.J. Ford,PG,27,IND,2,0,7.0,1.5,1.5,1.000,0.5,0.5,1.000,1.0,1.0,1.000,1.167,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,3.5,fordtj01
65,Jeff Foster,C,34,IND,5,0,18.6,1.4,2.4,.583,0.0,0.0,,1.4,2.4,.583,.583,0.6,1.6,.375,2.0,2.8,4.8,0.8,0.4,0.8,1.0,2.8,3.4,fosteje01
66,Danilo Gallinari,SF,22,DEN,5,5,29.6,3.8,8.8,.432,1.4,3.0,.467,2.4,5.8,.414,.511,3.0,4.2,.714,0.2,3.2,3.4,2.0,0.8,0.0,1.4,3.4,12.0,gallida01
67,Kevin Garnett*,PF,34,BOS,9,9,36.4,6.2,14.1,.441,0.0,0.1,.000,6.2,14.0,.444,.441,2.4,3.2,.759,2.3,8.6,10.9,2.6,1.9,1.0,2.1,3.0,14.9,garneke01
68,Marc Gasol,C,26,MEM,13,13,39.9,5.5,10.8,.511,0.0,0.2,.000,5.5,10.7,.518,.511,3.9,5.6,.699,3.2,8.1,11.2,2.2,1.1,2.2,2.0,3.4,15.0,gasolma01
69,Pau Gasol*,C,30,LAL,10,10,35.8,4.7,11.2,.420,0.1,0.2,.500,4.6,11.0,.418,.424,3.6,4.5,.800,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.1,gasolpa01
70,Paul George,SG,20,IND,5,5,26.6,2.0,6.6,.303,0.6,2.6,.231,1.4,4.0,.350,.348,1.4,1.6,.875,1.0,4.0,5.0,1.0,1.4,2.0,1.4,2.2,6.0,georgpa01
71,Taj Gibson,PF,25,CHI,16,0,17.8,2.7,4.8,.566,0.0,0.1,.000,2.7,4.7,.573,.566,0.6,0.9,.600,1.6,2.5,4.1,0.6,0.3,1.4,0.9,2.0,5.9,gibsota01
72,Manu Ginóbili*,SG,33,SAS,5,5,34.8,6.2,14.0,.443,1.8,5.6,.321,4.4,8.4,.524,.507,6.4,8.2,.780,0.4,3.6,4.0,4.2,2.6,0.6,3.4,2.6,20.6,ginobma01
73,Danny Granger,SF,27,IND,5,5,36.6,8.6,18.0,.478,1.6,4.6,.348,7.0,13.4,.522,.522,2.8,3.2,.875,1.2,4.4,5.6,3.2,1.2,0.2,1.4,2.4,21.6,grangda01
74,Aaron Gray,C,26,NOH,6,0,14.5,1.5,2.2,.692,0.0,0.0,,1.5,2.2,.692,.692,0.5,1.3,.375,0.5,3.0,3.5,0.3,0.3,0.3,0.8,2.2,3.5,grayaa01
75,Danny Green,SG,23,SAS,4,0,1.8,0.5,1.5,.333,0.3,1.0,.250,0.3,0.5,.500,.417,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.3,0.3,0.3,1.3,greenda02
76,Jeff Green,SF,24,BOS,9,0,19.2,2.6,5.9,.434,0.8,1.8,.438,1.8,4.1,.432,.500,1.4,2.0,.722,0.7,2.0,2.7,0.2,0.6,0.4,1.3,2.2,7.3,greenje02
77,Willie Green,SG,29,NOH,6,0,14.0,2.3,6.0,.389,0.3,1.5,.222,2.0,4.5,.444,.417,0.7,1.2,.571,0.2,0.7,0.8,0.7,0.3,0.0,0.5,2.3,5.7,greenwi01
78,Hamed Haddadi,C,25,MEM,9,0,3.4,0.3,1.1,.300,0.0,0.1,.000,0.3,1.0,.333,.300,0.6,0.7,.833,0.3,0.6,0.9,0.0,0.0,0.6,0.2,0.8,1.2,haddaha01
79,Tyler Hansbrough,PF,25,IND,5,5,32.8,4.0,12.0,.333,0.0,0.0,,4.0,12.0,.333,.333,3.2,3.6,.889,2.6,2.8,5.4,1.0,1.2,0.0,1.8,2.6,11.2,hansbty01
80,James Harden,SG,21,OKC,17,0,31.6,3.9,8.2,.475,1.4,4.5,.303,2.5,3.7,.683,.558,3.9,4.7,.825,0.6,4.8,5.4,3.6,1.2,0.8,1.6,2.8,13.0,hardeja01
81,Al Harrington,PF,30,DEN,5,0,14.0,2.0,4.4,.455,1.0,2.0,.500,1.0,2.4,.417,.568,0.6,0.8,.750,0.2,1.2,1.4,1.0,0.6,0.0,0.8,1.4,5.6,harrial01
82,Udonis Haslem,PF,30,MIA,12,0,24.2,2.3,5.7,.397,0.0,0.0,,2.3,5.7,.397,.397,0.8,0.8,.900,1.1,3.4,4.5,0.8,0.5,0.3,0.9,2.6,5.3,hasleud01
83,Spencer Hawes,C,22,PHI,5,5,19.6,2.4,6.6,.364,0.0,0.2,.000,2.4,6.4,.375,.364,0.4,0.8,.500,1.0,2.8,3.8,1.8,0.0,0.4,0.4,2.2,5.2,hawessp01
84,Brendan Haywood,C,31,DAL,18,0,15.3,1.0,1.7,.581,0.0,0.0,,1.0,1.7,.581,.581,1.1,2.4,.465,1.9,2.2,4.1,0.2,0.1,1.0,0.7,2.7,3.1,haywobr01
85,Roy Hibbert,C,24,IND,5,5,26.4,4.0,9.0,.444,0.0,0.0,,4.0,9.0,.444,.444,2.4,3.4,.706,3.0,3.8,6.8,0.6,0.4,1.8,2.6,4.2,10.4,hibbero01
86,Nenê,C,28,DEN,5,5,32.4,4.4,9.2,.478,0.0,0.0,,4.4,9.2,.478,.478,5.4,9.6,.563,2.8,6.2,9.0,1.6,1.0,0.8,1.6,3.4,14.2,hilarne01
87,George Hill,PG,24,SAS,6,1,31.5,3.3,8.3,.400,0.7,2.5,.267,2.7,5.8,.457,.440,4.3,5.0,.867,0.8,4.2,5.0,2.3,1.5,0.3,1.3,2.5,11.7,hillge01
88,Kirk Hinrich,PG,30,ATL,6,6,28.8,4.3,8.7,.500,1.3,3.2,.421,3.0,5.5,.545,.577,0.2,0.2,1.000,0.2,2.2,2.3,2.7,1.2,0.3,0.7,3.5,10.2,hinriki01
89,Jrue Holiday,PG,20,PHI,5,5,37.6,4.8,11.6,.414,2.2,4.2,.524,2.6,7.4,.351,.509,2.4,3.0,.800,0.6,3.2,3.8,5.6,2.0,0.4,2.2,2.0,14.2,holidjr01
90,Al Horford,C,24,ATL,12,12,39.0,4.8,11.4,.423,0.0,0.2,.000,4.8,11.3,.430,.423,1.7,2.2,.769,2.1,7.5,9.6,3.5,0.4,1.0,1.4,2.8,11.3,horfoal01
91,Eddie House,SG,32,MIA,7,0,6.9,0.6,2.4,.235,0.4,1.4,.300,0.1,1.0,.143,.324,0.0,0.0,,0.1,0.6,0.7,0.1,0.6,0.0,0.6,0.9,1.6,houseed01
92,Dwight Howard,C,25,ORL,6,6,43.0,8.5,13.5,.630,0.0,0.2,.000,8.5,13.3,.638,.630,10.0,14.7,.682,4.5,11.0,15.5,0.5,0.7,1.8,5.5,4.2,27.0,howardw01
93,Juwan Howard,PF,37,MIA,11,0,5.5,0.4,0.8,.444,0.0,0.0,,0.4,0.8,.444,.444,0.8,1.2,.692,0.3,0.6,0.9,0.1,0.0,0.0,0.2,0.7,1.5,howarju01
94,Serge Ibaka,PF,21,OKC,17,17,28.8,3.9,8.5,.462,0.0,0.1,.000,3.9,8.5,.465,.462,1.9,2.4,.825,2.8,4.5,7.3,0.2,0.2,3.1,1.2,3.8,9.8,ibakase01
95,Andre Iguodala,SF,27,PHI,5,5,36.4,4.4,10.4,.423,0.6,2.8,.214,3.8,7.6,.500,.452,2.0,2.8,.714,1.4,5.6,7.0,6.8,1.0,0.4,2.8,3.2,11.4,iguodan01
96,Zydrunas Ilgauskas,C,35,MIA,9,8,11.6,1.6,3.3,.467,0.0,0.0,,1.6,3.3,.467,.467,0.4,0.7,.667,1.7,1.9,3.6,0.3,0.0,0.3,1.0,1.8,3.6,ilgauzy01
97,D.J. Mbenga,C,30,NOH,5,0,5.2,0.4,0.4,1.000,0.0,0.0,,0.4,0.4,1.000,1.000,0.2,0.4,.500,0.4,0.6,1.0,0.2,0.4,0.6,0.2,1.4,1.0,mbengdj01
98,Royal Ivey,SG,29,OKC,2,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,3.0,iveyro01
99,Jarrett Jack,SG,27,NOH,6,0,18.5,2.0,5.7,.353,0.0,0.8,.000,2.0,4.8,.414,.353,1.8,2.7,.688,0.2,2.3,2.5,2.2,0.2,0.2,1.3,0.7,5.8,jackja01
100,LeBron James,SF,26,MIA,21,21,43.9,8.3,17.8,.466,1.4,4.0,.353,6.9,13.7,.500,.507,5.7,7.4,.763,1.6,6.8,8.4,5.9,1.7,1.2,3.1,2.7,23.7,jamesle01
101,Richard Jefferson,SF,30,SAS,6,6,29.3,2.0,5.2,.387,1.0,2.8,.353,1.0,2.3,.429,.484,1.5,1.8,.818,0.3,3.8,4.2,0.8,0.5,0.5,1.0,2.2,6.5,jefferi01
102,Jared Jeffries,PF,29,NYK,4,0,21.3,2.8,5.8,.478,0.0,0.0,,2.8,5.8,.478,.478,0.8,1.0,.750,3.3,1.8,5.0,0.3,0.8,1.8,0.8,1.8,6.3,jeffrja01
103,Armon Johnson,PG,21,POR,2,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,johnsar02
104,Chris Johnson,C,25,POR,4,0,4.8,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.5,0.5,1.000,0.0,1.3,1.3,0.0,0.0,0.5,0.0,0.8,1.0,johnsch03
105,Joe Johnson,SG,29,ATL,12,12,41.4,7.3,16.5,.439,1.5,3.5,.429,5.8,13.0,.442,.485,2.8,3.5,.810,1.5,3.1,4.6,3.3,1.1,0.1,2.6,1.6,18.8,johnsjo02
106,Trey Johnson,SG,26,LAL,3,0,4.0,0.3,1.7,.200,0.0,0.3,.000,0.3,1.3,.250,.200,0.3,0.7,.500,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.7,1.0,johnstr01
107,Dahntay Jones,SG,30,IND,3,0,16.7,3.0,6.7,.450,0.0,1.0,.000,3.0,5.7,.529,.450,2.7,3.0,.889,0.7,0.0,0.7,0.7,0.3,0.0,1.0,2.3,8.7,jonesda02
108,James Jones,SF,30,MIA,12,0,22.7,2.0,4.3,.471,1.4,3.1,.459,0.6,1.2,.500,.637,1.1,1.1,1.000,0.3,2.3,2.5,0.2,0.5,0.2,0.3,2.0,6.5,jonesja02
109,Jason Kidd*,PG,37,DAL,21,21,35.4,3.0,7.7,.398,2.0,5.5,.374,1.0,2.2,.457,.531,1.1,1.4,.800,0.5,4.0,4.5,7.3,1.9,0.5,2.7,1.7,9.3,kiddja01
110,Kyle Korver,SG,29,CHI,16,0,17.3,2.4,6.1,.388,1.4,3.3,.423,1.0,2.9,.348,.500,0.4,0.4,1.000,0.1,1.1,1.2,1.1,0.5,0.2,1.0,2.2,6.6,korveky01
111,Kosta Koufos,C,21,DEN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,koufoko01
112,Nenad Krstić,C,27,BOS,7,0,8.0,0.7,1.1,.625,0.0,0.0,,0.7,1.1,.625,.625,0.3,0.4,.667,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,1.7,krstine01
113,Carl Landry,PF,27,NOH,6,6,35.5,5.2,11.3,.456,0.0,0.0,,5.2,11.3,.456,.456,5.5,6.0,.917,1.8,3.2,5.0,1.0,0.7,0.5,2.0,4.2,15.8,landrca01
114,Ty Lawson,PG,23,DEN,5,5,33.4,5.2,10.4,.500,1.0,2.2,.455,4.2,8.2,.512,.548,4.2,4.6,.913,1.4,2.0,3.4,3.8,1.0,0.2,1.2,1.8,15.6,lawsoty01
115,Jamaal Magloire,C,32,MIA,3,0,6.0,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.0,0.0,,0.3,1.3,1.7,0.7,0.3,0.0,0.3,1.3,1.3,magloja01
116,Ian Mahinmi,C,24,DAL,6,0,5.5,0.5,0.8,.600,0.0,0.0,,0.5,0.8,.600,.600,0.8,1.5,.556,0.5,0.5,1.0,0.0,0.2,0.0,0.0,2.7,1.8,mahinia01
117,Shawn Marion,SF,32,DAL,21,21,32.9,5.0,10.7,.467,0.0,0.2,.000,5.0,10.5,.477,.467,1.9,2.2,.851,2.2,4.1,6.3,2.1,1.0,0.9,1.7,2.5,11.9,mariosh01
118,Kenyon Martin,PF,33,DEN,5,5,29.6,4.8,10.0,.480,0.0,0.0,,4.8,10.0,.480,.480,2.2,3.6,.611,1.2,6.6,7.8,1.6,0.4,0.4,1.4,3.6,11.8,martike01
119,Roger Mason,SG,30,NYK,3,0,18.3,2.3,6.0,.389,1.7,4.3,.385,0.7,1.7,.400,.528,0.0,0.0,,1.0,0.3,1.3,1.0,0.3,0.0,0.3,2.0,6.3,masonro01
120,Wesley Matthews,SG,24,POR,6,6,33.7,4.5,9.5,.474,1.3,3.5,.381,3.2,6.0,.528,.544,2.7,3.2,.842,0.3,0.8,1.2,1.0,0.7,0.2,1.2,2.5,13.0,matthwe02
